age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
66,7,198363,3,4,7,8,2,3,2,2964,0,40,39,0
58,2,153914,12,9,7,1,2,5,2,0,0,30,39,0
40,4,143582,13,14,7,12,4,2,2,0,0,50,39,0
71,0,78786,3,4,3,0,1,5,1,0,2149,24,39,0
42,7,126333,12,9,3,12,6,5,2,0,0,40,39,0
46,6,182689,16,10,3,3,1,5,1,3103,0,35,39,1
19,4,35245,12,9,5,6,4,5,1,0,0,25,39,0
19,4,160120,16,10,5,4,4,2,1,2597,0,40,0,0
37,6,400287,13,14,3,10,6,5,2,0,1887,15,39,1
22,4,50610,16,10,5,8,2,5,2,0,0,40,39,0
64,4,349826,16,10,3,4,1,5,1,0,0,40,39,0
38,4,35890,12,9,3,14,1,5,1,0,0,40,39,0
56,4,174209,2,3,3,7,1,3,1,0,0,40,39,0
47,4,63225,1,2,1,8,2,5,2,0,0,15,39,0
35,4,164519,12,9,1,1,5,3,2,0,0,40,39,0
23,4,81145,12,9,5,8,3,5,2,0,0,40,39,0
32,2,73514,9,11,5,11,2,2,2,0,0,50,39,0
49,2,452402,10,13,3,10,6,3,2,7688,0,35,39,1
19,0,318056,16,10,5,0,4,5,2,0,0,40,39,0
27,4,285897,12,9,3,14,1,5,1,0,1887,40,39,1
19,0,194404,16,10,5,0,4,5,2,0,0,32,39,0
20,4,434710,16,10,5,1,2,5,2,0,0,20,39,0
42,1,177142,10,13,5,13,5,5,1,0,0,40,39,0
35,1,182863,10,13,6,13,5,5,1,0,0,40,39,0
62,4,394645,12,9,5,12,2,5,2,0,0,40,39,0
46,4,110457,12,9,1,3,5,5,1,0,0,40,39,0
32,6,292465,16,10,3,4,1,5,1,0,0,35,39,1
35,4,238433,9,11,1,4,5,5,1,0,0,40,39,0
55,4,160631,12,9,3,7,1,5,1,4508,0,8,41,0
29,4,285657,16,10,3,3,1,5,1,0,0,45,39,0
24,4,236907,12,9,3,5,1,5,1,0,0,55,39,0
19,4,378418,12,9,5,8,5,5,2,0,0,30,39,0
50,6,213279,12,9,3,4,1,5,1,0,0,50,39,0
38,4,105503,16,10,1,4,2,5,2,0,0,40,39,0
24,4,79160,12,9,5,3,4,3,1,0,0,40,39,0
62,0,139391,3,4,3,0,1,5,1,0,0,40,21,1
33,6,190027,13,14,5,4,2,3,2,0,0,70,39,1
79,4,160758,3,4,3,12,1,5,1,0,0,15,39,0
33,4,361280,11,16,3,13,1,2,1,0,0,40,24,0
36,4,199288,5,6,3,14,1,5,1,0,0,70,39,0
46,6,204698,10,13,3,13,1,5,1,0,0,40,39,1
17,4,213354,6,7,5,6,4,5,1,0,0,6,39,0
22,4,282579,12,9,5,8,5,5,1,0,0,40,39,0
39,4,99783,12,9,5,1,2,5,2,0,0,45,39,0
27,4,446947,10,13,5,1,5,3,2,0,0,55,39,0
57,4,186202,12,9,3,3,1,5,1,0,0,40,39,0
26,5,177951,16,10,3,12,1,5,1,0,0,32,39,0
28,4,258364,10,13,5,8,2,5,2,0,0,35,39,0
46,2,200727,13,14,3,10,1,5,1,0,0,50,39,1
32,6,33404,12,9,1,3,2,5,1,10520,0,50,39,1
63,1,31115,16,10,3,4,1,5,1,15024,0,40,39,1
21,4,301915,6,7,6,12,2,4,2,0,0,30,26,0
44,4,201908,12,9,3,14,1,5,1,5013,0,40,39,0
40,4,168071,10,13,3,10,1,5,1,0,0,45,39,1
32,4,347623,12,9,3,7,1,5,1,0,0,40,39,0
39,4,35890,10,13,3,12,1,5,1,0,0,50,39,1
31,4,154227,16,10,3,14,1,5,1,0,0,40,39,0
23,4,161532,12,9,3,3,1,5,1,0,0,40,39,0
55,4,178282,12,9,3,14,1,5,1,0,0,40,39,0
31,4,263561,10,13,3,3,1,5,1,0,0,40,39,1
52,4,201783,16,10,3,4,1,5,1,7688,0,40,39,1
30,4,161153,12,9,5,3,4,5,1,0,0,40,39,0
28,4,193125,16,10,3,12,6,5,2,0,0,40,39,1
28,4,126060,12,9,3,1,6,5,2,99999,0,36,39,1
52,4,186826,15,15,5,10,2,5,1,0,1564,40,39,1
32,4,156192,12,9,5,8,4,5,1,0,0,20,39,0
35,4,193094,12,9,5,10,5,5,2,0,0,35,39,0
26,4,472411,16,10,3,12,1,5,1,0,0,40,39,0
17,4,147069,6,7,5,8,4,5,2,0,0,16,39,0
40,4,300195,16,10,1,13,5,3,2,0,0,40,39,0
75,0,91417,9,11,3,0,6,5,2,0,0,20,39,0
23,4,182342,16,10,5,3,4,5,1,0,0,40,22,0
32,4,258406,10,13,3,10,1,5,1,0,0,40,26,0
27,4,87239,16,10,3,6,1,5,1,0,0,45,39,0
25,4,294406,9,11,5,10,2,5,2,0,0,30,39,0
18,0,41385,12,9,3,0,1,5,1,4508,0,40,39,0
66,4,197414,3,4,4,8,2,5,2,0,0,20,39,0
47,4,323212,12,9,7,8,2,5,2,0,0,40,39,0
57,2,31532,8,12,3,8,1,5,1,0,0,20,39,0
30,4,127610,10,13,5,12,4,5,2,0,0,20,12,0
26,4,163189,16,10,1,3,4,5,1,0,0,40,39,0
33,4,594187,10,13,3,4,1,5,1,0,1902,60,39,1
39,4,269323,9,11,3,8,1,5,1,0,1485,38,39,1
33,4,96480,9,11,3,10,6,5,2,7688,0,40,39,1
58,4,200316,12,9,3,14,1,5,1,0,0,40,39,0
22,4,212780,12,9,5,12,2,3,2,0,0,30,39,0
49,5,120121,10,13,3,4,1,5,1,0,0,50,39,1
20,4,367240,16,10,5,8,4,5,2,0,0,20,39,0
24,4,117606,10,13,5,4,4,5,2,0,0,35,39,0
33,4,122749,9,11,3,3,1,2,1,0,0,40,19,1
59,4,169560,5,6,3,10,1,5,1,0,0,40,39,0
46,4,269890,12,9,1,3,2,3,1,0,0,40,39,0
43,4,303426,12,9,1,8,5,2,1,5721,0,40,30,0
25,4,112835,10,13,5,10,2,5,1,0,0,40,39,0
17,4,226503,6,7,5,12,4,5,2,0,0,20,39,0
46,4,207733,1,2,7,8,5,5,2,0,0,40,33,0
20,4,275421,16,10,5,12,4,5,2,0,0,20,39,0
37,2,165883,12,9,3,6,1,3,1,0,0,40,39,0
56,5,236676,12,9,3,12,1,5,1,0,0,50,39,1
19,0,171578,16,10,5,0,4,3,1,0,0,40,39,0
30,4,685955,10,13,5,12,5,3,1,0,0,50,39,0
32,4,72887,16,10,3,12,1,2,1,0,0,40,39,1
34,4,135304,16,10,3,3,1,5,1,0,0,45,39,0
27,4,218781,12,9,3,6,1,5,1,0,0,50,39,0
23,4,126540,5,6,3,6,1,5,1,0,0,40,39,0
33,4,261943,5,6,3,7,1,5,1,0,0,40,13,0
34,7,111843,10,13,5,1,2,3,2,3325,0,40,39,0
71,6,401203,10,13,3,10,1,5,1,0,0,34,39,1
56,4,117400,16,10,5,10,2,5,2,0,0,35,39,0
61,0,113658,5,6,1,0,3,5,2,0,0,20,39,0
40,2,166822,13,14,3,10,6,3,2,0,0,36,39,1
35,4,151322,16,10,5,3,2,5,1,0,0,40,39,0
21,4,102684,12,9,5,8,4,5,1,0,0,40,39,0
54,6,152652,12,9,3,3,1,5,1,0,0,40,39,0
24,4,193416,8,12,5,8,4,5,2,0,0,3,39,0
35,4,103323,13,14,3,4,1,5,1,0,0,45,39,0
37,6,33975,10,13,6,14,2,5,1,0,0,50,39,0
20,0,163665,16,10,5,0,4,5,2,0,0,30,39,0
59,4,187485,16,10,3,4,1,5,1,0,0,45,39,1
50,4,110327,12,9,3,12,1,5,1,0,0,50,39,1
28,4,179498,10,13,5,8,2,5,1,0,0,40,39,0
37,2,197915,3,4,3,7,1,5,1,0,0,40,39,0
51,4,103995,11,16,7,10,2,5,2,10520,0,60,39,1
46,4,123807,12,9,5,7,2,3,2,0,0,15,39,0
23,4,43535,12,9,1,8,2,5,2,0,0,24,39,0
57,6,200316,3,4,3,3,1,5,1,0,0,50,39,0
60,4,125832,12,9,1,10,2,5,2,0,0,72,2,0
51,7,71691,10,13,1,4,2,5,1,0,0,60,39,1
50,4,168212,16,10,4,14,5,5,1,0,0,40,39,0
45,1,98320,16,10,1,1,5,2,2,914,0,40,39,0
41,4,173307,12,9,3,14,1,5,1,0,0,43,39,0
56,4,442116,16,10,3,4,1,5,1,0,0,54,39,1
18,4,130849,12,9,5,1,4,5,2,0,0,17,39,0
51,4,159015,12,9,3,14,1,5,1,0,0,60,39,0
32,4,147921,15,15,5,8,2,5,2,0,0,35,39,0
48,4,268022,8,12,3,4,1,5,1,7298,0,55,39,1
51,4,253357,12,9,3,3,1,5,1,0,0,40,39,0
50,4,339954,12,9,3,3,1,5,1,0,0,40,39,1
32,7,347623,9,11,3,13,1,5,1,3411,0,40,39,0
53,1,169112,15,15,3,1,1,5,1,0,0,45,39,1
37,4,166213,12,9,1,13,5,5,1,0,0,40,39,0
62,4,216765,10,13,3,10,1,5,1,0,0,40,0,1
51,4,335997,12,9,3,3,1,5,1,0,1902,40,39,1
18,0,354236,5,6,5,0,4,5,2,0,0,30,39,0
70,4,178120,12,9,7,9,3,3,2,0,0,8,39,0
54,4,312631,15,15,3,10,6,5,2,0,1887,50,39,1
67,2,31924,16,10,7,8,2,5,2,2964,0,41,39,0
34,1,96483,8,12,5,13,2,2,2,0,0,60,39,1
26,4,305304,6,7,6,6,3,5,1,0,0,40,39,0
52,2,111722,16,10,3,1,6,5,2,0,0,72,39,0
24,4,197554,12,9,5,1,4,5,2,0,0,40,39,0
51,4,257126,5,6,3,3,1,5,1,0,0,40,39,0
27,4,101597,12,9,3,7,6,5,2,0,0,40,39,0
23,4,220115,12,9,5,7,2,5,1,0,0,40,39,0
38,4,210844,16,10,3,3,1,5,1,0,2042,40,4,0
25,5,66935,12,9,5,8,3,5,1,0,0,30,39,0
81,4,192813,3,4,3,6,1,5,1,0,0,25,32,0
35,6,95639,6,7,3,10,1,1,1,0,0,4,39,0
40,6,223881,15,15,3,10,1,5,1,0,0,60,39,1
33,4,223105,12,9,3,1,1,3,1,0,0,40,39,0
33,4,192644,11,16,3,10,1,5,1,0,1977,90,39,1
45,6,58683,10,13,3,12,1,5,1,5178,0,48,39,1
22,4,162282,12,9,5,7,4,5,1,0,0,55,39,0
38,7,239539,12,9,3,7,1,2,1,0,0,40,30,0
46,4,117849,13,14,3,4,1,5,1,99999,0,50,39,1
17,4,99237,6,7,5,6,4,5,1,0,0,30,39,0
18,0,149343,12,9,5,0,4,5,2,0,0,3,39,0
42,6,193882,12,9,3,10,1,5,1,0,0,50,39,1
41,4,107845,10,13,3,10,6,5,2,0,0,40,39,1
58,4,268295,2,3,3,1,1,3,1,0,0,40,39,0
43,4,71269,16,10,3,12,1,5,1,0,0,45,39,0
42,5,204598,9,11,3,8,1,5,1,3464,0,80,39,0
19,0,98283,16,10,5,0,4,2,1,0,0,32,39,0
45,5,188694,15,15,3,10,1,5,1,0,0,50,39,1
41,4,201908,13,14,3,12,1,5,1,0,0,20,39,0
38,4,191137,6,7,3,7,1,5,1,0,0,35,39,0
58,6,129786,12,9,6,5,2,5,1,0,0,50,39,0
37,4,302903,16,10,3,4,6,2,2,0,0,40,39,1
34,4,143526,12,9,5,7,2,5,1,0,0,40,39,0
23,4,182117,16,10,5,8,4,5,1,0,0,40,39,0
47,4,172753,12,9,3,14,1,5,1,0,0,85,39,1
37,4,139770,12,9,5,1,2,5,2,0,0,35,39,0
47,4,215686,12,9,3,3,1,3,1,0,0,50,39,0
31,4,181388,13,14,3,10,6,5,2,0,1902,45,39,1
57,4,81973,10,13,3,12,1,2,1,15024,0,45,39,1
44,4,328581,10,13,3,12,1,5,1,0,0,50,39,1
64,4,110110,6,7,3,7,1,3,1,0,0,40,39,0
31,4,174201,10,13,3,4,1,5,1,0,0,40,39,1
40,4,137421,13,14,4,4,2,2,1,0,0,35,19,1
34,4,153927,10,13,3,10,1,5,1,0,0,40,39,1
28,1,187649,12,9,5,10,4,5,2,0,0,40,39,0
72,4,149992,3,4,3,5,1,5,1,0,0,35,39,0
21,4,234640,12,9,5,4,2,5,2,0,0,47,39,0
52,2,311569,13,14,3,4,1,5,1,0,0,50,39,1
44,4,182383,16,10,3,1,6,5,2,0,0,35,39,0
57,7,344381,16,10,3,10,1,2,1,7688,0,75,39,1
35,6,280570,12,9,3,4,1,5,1,0,0,35,39,0
21,4,215039,6,7,5,6,4,5,1,0,0,40,39,0
38,2,339442,16,10,3,14,1,3,1,0,0,40,39,0
28,2,168065,13,14,5,10,2,5,2,0,0,40,39,0
59,4,47534,13,14,1,4,2,5,2,0,0,45,39,1
54,2,116428,5,6,3,4,1,5,1,0,0,40,39,0
25,4,121789,16,10,5,12,2,5,1,0,0,38,39,0
29,7,143139,5,6,5,3,5,5,1,0,0,40,39,0
18,4,187790,12,9,5,1,4,5,2,0,0,40,39,0
31,4,140559,12,9,3,8,1,3,1,0,0,40,39,0
17,4,184025,6,7,5,6,4,5,1,0,0,16,39,0
47,4,257824,16,10,3,4,1,5,1,0,0,45,39,1
42,4,89226,12,9,3,8,1,5,1,7688,0,40,12,1
21,4,145917,16,10,5,1,4,5,2,0,0,20,39,0
32,4,207301,16,10,3,12,6,5,2,0,0,40,39,0
51,4,135388,7,8,7,7,2,5,1,0,1564,40,39,1
24,4,266467,9,11,5,7,4,5,1,0,0,40,39,0
60,4,200047,13,14,3,1,1,5,1,0,0,40,39,0
29,1,121040,12,9,1,1,2,3,2,0,0,40,39,0
24,4,199694,8,12,5,6,4,5,1,0,0,30,39,0
43,4,301007,13,14,3,4,1,5,1,7298,0,50,39,1
64,6,253759,16,10,3,12,1,5,1,0,1977,50,39,1
53,4,120839,16,10,3,3,1,5,1,0,0,40,39,0
64,7,33342,16,10,1,1,2,5,2,0,0,40,39,0
41,4,205195,8,12,1,12,2,5,1,0,0,40,39,0
30,4,362873,10,13,3,13,1,5,1,0,0,40,8,0
25,4,104614,12,9,5,11,5,5,2,0,0,25,39,0
27,6,32280,12,9,5,5,5,5,1,0,0,50,39,0
30,4,191777,7,8,5,8,4,3,2,0,0,20,0,0
39,4,144169,12,9,3,4,1,5,1,0,0,40,39,0
28,4,264076,12,9,5,1,2,5,2,0,0,40,39,0
33,4,119164,13,14,5,10,2,5,1,0,0,50,39,0
41,4,126845,16,10,3,1,1,5,1,0,0,40,39,0
24,4,228395,10,13,5,12,4,3,2,0,0,40,39,0
32,4,242654,16,10,1,12,5,3,2,0,1138,40,16,0
69,6,30951,9,11,3,4,1,5,1,0,0,20,39,0
36,4,48855,13,14,3,10,1,5,1,0,0,38,39,1
57,6,50791,9,11,3,4,1,5,1,0,0,20,39,0
58,2,248739,12,9,5,8,2,5,1,0,0,40,39,0
26,4,165418,8,12,3,3,1,5,1,0,0,40,39,0
17,4,79464,6,7,5,1,4,5,2,0,0,12,39,0
36,2,321247,6,7,3,3,1,5,1,0,0,40,39,0
44,4,104269,12,9,3,3,1,3,1,0,0,40,39,1
39,5,129573,8,12,3,4,1,5,1,0,0,45,39,0
41,4,222142,16,10,3,3,1,5,1,3464,0,40,39,0
24,4,126613,6,7,5,8,2,5,2,0,0,20,39,0
54,4,145548,12,9,3,3,1,5,1,0,0,40,39,0
26,4,331861,10,13,5,4,2,5,1,0,0,30,39,0
39,4,156261,16,10,1,1,5,5,2,0,0,38,39,0
27,4,173944,12,9,3,3,1,5,1,0,0,40,39,1
25,4,69739,5,6,5,7,4,5,1,0,0,40,32,0
32,4,266345,16,10,5,13,2,5,1,0,0,40,39,0
30,4,278006,12,9,1,13,5,5,2,0,0,40,39,0
50,5,82578,10,13,3,4,1,5,1,0,0,40,39,1
66,4,154164,8,12,5,10,2,5,1,0,0,7,0,0
25,4,250038,12,9,3,1,1,5,1,0,0,40,39,1
48,4,175468,12,9,4,8,5,5,2,0,0,16,39,0
23,7,435835,10,13,5,10,2,5,1,0,0,7,39,0
70,4,135601,10,13,3,10,1,5,1,20051,0,35,39,1
20,7,162945,16,10,5,6,4,5,1,0,0,40,39,0
18,4,244115,6,7,5,8,4,3,1,0,0,16,39,0
29,4,351902,12,9,1,12,2,5,1,0,0,34,39,0
33,4,291414,6,7,3,6,1,5,1,0,0,40,39,0
27,4,278736,7,8,5,6,3,5,1,0,0,40,26,0
44,4,138975,12,9,5,14,2,5,1,0,0,50,39,0
32,4,165295,2,3,5,8,2,5,2,0,0,40,26,0
49,5,93557,8,12,3,4,1,5,1,0,0,45,39,1
66,6,176315,10,13,1,12,2,5,1,401,0,20,39,0
35,4,187167,12,9,5,1,5,5,2,0,0,40,39,0
24,4,241582,16,10,5,12,2,5,1,0,0,33,39,0
31,4,247328,6,7,3,11,1,5,1,0,0,40,39,0
75,6,157778,9,11,1,10,2,5,2,15831,0,50,39,1
66,6,67765,6,7,7,4,2,5,2,0,0,84,39,1
19,0,229431,16,10,5,0,4,5,1,0,0,40,39,0
46,4,192203,16,10,3,6,1,5,1,0,0,40,39,0
31,4,93326,16,10,6,1,4,5,2,0,0,40,39,0
46,4,118889,12,9,3,12,1,5,1,0,0,68,39,1
29,7,237028,12,9,5,1,5,5,2,0,0,40,39,0
63,4,156127,16,10,3,6,1,5,1,0,0,45,39,0
46,4,151325,5,6,3,3,1,5,1,0,0,40,39,0
52,4,311350,12,9,1,14,2,5,1,0,0,50,39,0
44,6,273465,8,12,5,12,4,5,1,0,0,50,39,0
66,4,172646,2,3,3,14,1,5,1,1173,0,12,39,0
51,4,379797,5,6,3,7,1,3,1,0,0,40,39,0
38,4,131827,10,13,3,3,1,5,1,0,0,70,39,0
26,7,158734,13,14,5,10,2,5,2,0,0,40,39,0
35,4,233533,10,13,3,12,1,5,1,0,0,42,39,0
48,4,246367,16,10,7,1,2,5,2,0,0,50,39,0
42,2,142049,16,10,1,13,5,5,2,0,0,32,39,0
50,4,101119,5,6,3,14,1,5,1,0,0,40,39,0
26,4,104830,13,14,5,4,2,5,2,594,0,35,39,0
42,4,173981,10,13,3,10,1,5,1,0,0,40,22,1
63,4,195338,10,13,3,4,1,5,1,15024,0,45,39,1
18,4,64253,6,7,5,12,4,3,2,0,0,20,39,0
56,4,182062,12,9,3,14,1,5,1,0,0,48,39,1
33,4,111696,16,10,3,1,1,5,1,0,0,45,39,0
41,0,168071,12,9,3,0,1,5,1,0,0,40,39,0
42,4,314369,12,9,1,3,5,3,1,0,0,45,39,0
37,4,178877,12,9,3,1,1,5,1,0,0,45,39,0
42,4,111483,13,14,5,10,2,5,1,0,0,48,39,1
18,0,192321,16,10,5,0,4,5,1,0,0,40,39,0
62,4,171757,3,4,7,14,2,3,1,0,0,40,39,0
29,1,157313,9,11,5,10,2,5,2,0,0,40,39,0
20,4,38772,6,7,5,8,2,5,1,0,0,40,39,0
36,1,72338,10,13,3,10,1,2,1,0,0,40,39,1
67,6,132626,12,9,3,5,1,5,1,0,0,70,39,0
50,4,176240,16,10,3,12,1,5,1,0,0,50,39,1
40,4,202692,12,9,3,8,1,5,1,0,0,35,39,0
18,4,70021,6,7,5,8,4,5,1,0,0,15,39,0
55,4,181242,12,9,1,11,2,5,1,0,0,20,39,0
48,4,196707,9,11,3,3,1,5,1,0,0,40,39,1
80,2,81534,1,2,7,5,2,2,1,1086,0,20,30,0
25,4,137658,16,10,5,1,2,5,2,0,0,45,39,0
24,4,253190,12,9,3,12,1,5,1,0,0,45,39,0
46,4,233059,4,5,1,14,2,5,1,0,0,40,39,0
22,7,177787,12,9,5,8,5,5,2,0,0,45,39,0
35,6,193026,16,10,3,4,1,5,1,0,0,60,39,0
62,6,271464,13,14,6,5,2,5,1,0,0,30,39,0
40,4,199689,12,9,1,8,2,5,2,0,0,40,39,0
27,1,190653,9,11,3,2,1,5,1,0,0,40,0,1
40,4,359389,10,13,1,8,5,2,2,0,0,40,30,0
49,6,181717,10,13,3,4,6,5,2,0,0,7,39,1
52,4,245127,4,5,3,6,1,5,1,0,0,40,28,0
21,4,274398,9,11,5,1,4,3,2,0,0,40,39,0
41,6,344624,16,10,3,10,1,5,1,0,0,60,39,1
35,4,169037,12,9,3,14,6,5,2,0,0,48,39,0
22,4,221406,16,10,5,8,2,5,2,0,0,20,39,0
71,4,211707,16,10,3,12,1,5,1,0,0,4,39,0
73,0,185939,10,13,3,0,1,5,1,0,0,40,39,0
33,4,227026,10,13,5,3,5,5,2,0,0,40,27,0
38,4,187847,13,14,3,4,1,5,1,0,0,50,39,1
19,4,238144,16,10,1,1,2,5,2,0,0,20,39,0
29,4,243660,16,10,5,8,2,5,1,0,0,45,39,0
26,4,102476,10,13,3,13,1,5,1,0,0,40,39,1
56,2,238405,12,9,7,1,2,5,2,0,0,40,39,0
29,4,187479,16,10,3,3,1,5,1,0,0,50,39,0
40,4,168294,12,9,3,3,1,5,1,0,0,40,39,0
52,0,129893,12,9,3,0,1,3,1,0,1579,30,39,0
55,4,172642,12,9,3,14,1,5,1,0,0,40,39,0
19,4,208066,16,10,5,12,4,5,2,0,0,20,39,0
39,4,247558,16,10,5,12,2,5,1,0,0,41,39,0
36,4,99233,16,10,3,10,1,5,1,0,1887,40,39,1
46,4,430278,13,14,5,10,2,5,1,0,0,40,39,0
33,7,204374,13,14,5,10,4,5,1,0,0,38,31,0
30,4,136832,4,5,5,6,4,5,1,0,0,40,39,0
54,1,151135,10,13,3,4,1,5,1,0,0,40,39,1
17,4,95875,4,5,5,6,4,5,1,0,0,12,39,0
39,4,360494,12,9,5,14,2,5,1,0,0,40,39,0
21,0,187581,16,10,5,0,4,5,2,0,0,40,39,0
53,4,98659,4,5,3,3,1,5,1,0,0,44,39,0
45,4,252242,11,16,1,12,2,5,1,99999,0,55,39,1
24,4,411238,16,10,3,1,6,3,2,0,0,40,39,0
47,6,199083,13,14,1,14,2,5,1,0,2258,50,39,1
38,4,222573,12,9,6,7,5,5,2,0,0,40,39,0
44,4,245317,12,9,3,1,1,5,1,0,0,40,39,0
45,4,216414,10,13,3,1,1,5,1,7688,0,50,39,1
32,4,236396,12,9,3,6,1,5,1,0,0,40,39,0
24,4,311826,16,10,5,12,5,5,2,0,0,18,39,0
38,4,172538,12,9,3,12,1,5,1,0,0,55,39,0
38,4,43712,12,9,3,1,1,5,1,0,0,55,39,0
33,4,272669,8,12,5,1,5,2,1,0,0,30,17,0
50,4,137299,8,12,1,3,5,5,1,0,0,40,39,0
40,4,171305,10,13,3,1,1,3,1,0,0,60,39,1
33,2,190027,12,9,1,8,4,3,2,0,0,40,39,0
20,4,376416,12,9,5,12,4,5,1,0,0,40,39,0
17,2,236831,7,8,5,1,4,3,2,0,0,15,39,0
27,4,170148,10,13,5,13,4,5,2,0,0,28,39,0
66,4,366425,12,9,3,8,1,5,1,0,0,40,39,0
53,4,95864,11,16,3,10,1,5,1,15024,0,50,9,1
71,4,37435,10,13,1,1,2,5,2,0,0,3,39,0
39,6,151835,5,6,3,3,1,5,1,0,0,40,39,0
36,4,149419,16,10,1,1,2,5,1,0,0,55,39,0
20,0,224238,16,10,5,0,4,5,1,0,0,6,39,0
56,4,359972,13,14,3,4,1,5,1,0,0,60,9,1
60,4,23063,3,4,3,12,1,5,1,0,0,40,39,0
43,4,198282,12,9,3,3,1,5,1,0,0,40,39,1
46,5,211020,10,13,3,4,1,5,1,15024,0,60,11,1
42,4,104196,12,9,5,6,3,5,1,0,0,40,39,0
56,4,133819,12,9,1,10,2,5,2,0,0,40,39,0
31,4,328734,12,9,5,1,5,5,2,0,2238,40,39,0
34,6,41210,12,9,3,5,1,5,1,0,0,60,39,0
38,4,225399,12,9,3,14,1,5,1,0,0,40,39,0
32,0,13862,12,9,5,0,2,1,2,0,0,38,39,0
32,2,43959,10,13,3,10,1,5,1,0,0,40,39,1
44,4,83827,12,9,1,4,2,5,2,0,0,50,39,0
24,4,157332,9,11,1,13,2,5,2,0,0,40,39,0
48,4,163706,10,13,3,4,1,5,1,15024,0,70,39,1
43,4,211517,16,10,5,1,2,5,1,0,1669,45,39,0
69,0,92852,12,9,3,0,1,5,1,0,0,5,39,0
39,6,192626,12,9,6,5,2,5,1,0,0,50,39,0
55,4,115439,16,10,3,10,1,5,1,0,0,40,39,1
27,4,98769,9,11,5,3,5,5,1,0,0,40,39,1
29,4,66473,16,10,5,5,5,5,1,0,0,50,39,0
41,6,138077,13,14,3,4,6,5,2,0,0,10,39,1
30,2,339388,16,10,3,13,1,5,1,0,0,72,39,1
28,4,195520,9,11,5,1,3,5,1,0,0,40,21,0
68,4,204680,12,9,3,4,1,5,1,0,0,37,39,0
55,4,184948,12,9,3,4,1,5,1,0,0,40,39,0
37,4,356231,5,6,3,7,1,3,1,0,2129,65,39,0
55,4,204334,15,15,3,4,1,5,1,0,1977,55,9,1
60,5,96660,12,9,3,1,6,5,2,0,0,8,39,1
44,4,184871,13,14,3,10,1,5,1,0,0,40,39,0
45,4,298950,12,9,3,7,1,5,1,0,0,40,39,0
37,4,238802,12,9,1,13,2,5,1,0,0,40,39,0
58,0,242670,16,10,3,0,6,5,2,0,0,20,39,0
47,4,183186,10,13,3,4,1,5,1,0,0,60,39,1
18,4,34125,6,7,5,8,4,5,2,0,0,10,39,0
23,4,158996,16,10,3,6,1,5,1,0,0,38,39,0
35,2,203883,16,10,1,13,5,5,2,0,0,40,39,0
61,5,248160,5,6,3,4,1,5,1,7688,0,40,39,1
54,4,548361,16,10,3,12,1,5,1,0,0,98,39,0
21,4,203914,12,9,3,1,6,5,2,0,0,19,39,0
53,7,91121,13,14,5,1,2,5,2,0,0,40,39,0
46,6,139397,5,6,6,4,5,5,2,0,0,15,7,0
56,4,208640,13,14,3,4,1,5,1,0,0,40,39,1
46,4,183013,10,13,1,3,2,5,1,0,0,50,39,0
36,4,161141,12,9,3,7,1,5,1,0,0,40,39,0
54,4,343333,10,13,7,1,2,5,2,0,0,80,39,1
35,7,210866,12,9,3,8,1,5,1,0,0,40,39,0
26,4,359854,10,13,5,9,3,5,2,0,0,35,26,0
49,5,235646,12,9,5,3,2,5,1,0,0,47,39,0
60,6,157588,12,9,1,1,5,5,2,0,0,99,39,0
55,4,200734,12,9,6,8,5,3,2,0,0,40,0,0
21,4,212213,8,12,5,1,2,3,2,0,0,40,39,0
38,4,248941,16,10,3,13,1,5,1,0,0,40,39,1
41,2,291831,13,14,3,10,1,5,1,0,0,35,39,0
43,7,114191,16,10,3,11,1,2,1,0,0,40,39,0
54,5,151580,10,13,3,13,1,5,1,0,0,40,39,1
46,4,331498,11,16,5,8,4,5,1,0,0,40,0,0
20,4,139989,16,10,5,1,4,3,1,0,0,40,39,0
35,4,187167,16,10,1,1,2,5,2,0,0,50,39,0
24,4,299528,16,10,5,12,2,2,2,0,0,50,36,0
41,4,226608,1,2,3,7,1,5,1,0,0,40,26,0
36,4,306361,12,9,5,8,5,3,1,0,0,40,39,0
40,6,213416,2,3,3,5,1,5,1,0,0,10,26,0
23,4,85139,12,9,5,1,2,5,2,0,0,40,39,0
37,4,48779,12,9,5,4,2,5,1,0,0,50,39,0
71,5,146365,16,10,7,4,2,5,2,0,0,24,39,0
36,4,355856,2,3,5,8,2,2,1,0,0,40,3,0
51,4,39264,16,10,3,4,6,5,2,0,0,40,39,1
30,4,117028,12,9,5,4,2,5,1,0,0,50,39,0
40,4,266631,12,9,3,3,1,3,1,0,0,40,14,0
26,4,152263,12,9,5,1,4,5,2,0,0,45,39,0
49,4,387074,16,10,3,12,1,5,1,0,0,40,39,0
30,4,245211,12,9,3,7,1,5,1,0,2002,43,39,0
48,4,136455,16,10,1,12,2,5,2,0,0,16,39,0
53,7,153486,10,13,3,13,1,5,1,0,0,40,39,1
31,4,105479,10,13,3,12,1,5,1,0,0,50,39,1
40,4,409902,12,9,5,7,4,3,2,0,0,40,39,0
21,0,133515,8,12,5,0,4,5,2,594,0,40,39,0
38,4,89202,12,9,1,3,2,5,1,0,0,40,39,0
